 ,XM,YM,Slice
1,193.99279,456.09590,51
2,220.99410,445.00833,49
3,281.00737,424.85175,44
4,311.01641,415.98436,37
5,325.02832,413.89835,27
6,223.98288,443.96514,51
7,220.99410,445.00833,49
8,281.00737,424.85175,44
9,311.01641,415.98436,37
10,325.02832,413.89835,27
11,258.00108,445.88937,51
12,282.01003,430.89228,48
13,281.00737,424.85175,44
14,311.01641,415.98436,37
15,325.02832,413.89835,27
16,294.97287,445.84318,51
17,305.00838,443.95851,49
18,328.00118,434.00054,43
19,311.01641,415.98436,37
20,325.02832,413.89835,27
21,286.95748,435.88497,51
22,282.01003,430.89228,48
23,281.00737,424.85175,44
24,311.01641,415.98436,37
25,325.02832,413.89835,27
26,282.91758,427.92984,51
27,303.96465,413.01053,45
28,321.03080,407.86938,39
29,331.06769,413.88835,34
30,325.02832,413.89835,27
31,318.97769,405.99350,51
32,303.96465,413.01053,45
33,321.03080,407.86938,39
34,331.06769,413.88835,34
35,325.02832,413.89835,27
36,321.97934,416.98405,51
37,333.95446,412.82851,45
38,321.03080,407.86938,39
39,331.06769,413.88835,34
40,325.02832,413.89835,27
41,353.98625,412.89120,51
42,333.95446,412.82851,45
43,321.03080,407.86938,39
44,331.06769,413.88835,34
45,325.02832,413.89835,27
46,332.94629,423.79817,51
47,352.98972,421.88418,47
48,344.98711,423.00005,41
49,331.06769,413.88835,34
50,325.02832,413.89835,27
51,367.01261,423.97949,51
52,352.98972,421.88418,47
53,344.98711,423.00005,41
54,331.06769,413.88835,34
55,325.02832,413.89835,27
56,347.01261,431.93242,51
57,326.99520,429.98525,47
58,344.98711,423.00005,41
59,331.06769,413.88835,34
60,325.02832,413.89835,27
61,312.99350,437.85755,51
62,326.99520,429.98525,47
63,344.98711,423.00005,41
64,331.06769,413.88835,34
65,325.02832,413.89835,27
66,330.00337,444.91757,51
67,305.00838,443.95851,49
68,328.00118,434.00054,43
69,311.01641,415.98436,37
70,325.02832,413.89835,27
71,343.03495,451.09600,51
72,351.99520,438.95917,49
73,328.00118,434.00054,43
74,311.01641,415.98436,37
75,325.02832,413.89835,27
76,367.96144,437.92924,51
77,351.99520,438.95917,49
78,328.00118,434.00054,43
79,311.01641,415.98436,37
80,325.02832,413.89835,27
