 ,XM,YM,Slice
1,334.99047,362.79540,51
2,355.99010,352.02688,45
3,370.88853,341.81175,39
4,379.99904,343.81660,33
5,393.05138,346.84374,28
6,331.93953,372.83625,51
7,362.83612,360.61456,46
8,387.96520,354.92058,39
9,409.99432,353.00727,34
10,393.05138,346.84374,28
11,363.87537,333.94745,51
12,355.99010,352.02688,45
13,370.88853,341.81175,39
14,379.99904,343.81660,33
15,393.05138,346.84374,28
16,387.88684,322.87006,51
17,394.79930,326.73576,45
18,370.88853,341.81175,39
19,379.99904,343.81660,33
20,393.05138,346.84374,28
21,422.90075,298.92471,51
22,413.97529,309.99798,49
23,394.79930,326.73576,45
24,370.88853,341.81175,39
25,379.99904,343.81660,33
26,393.05138,346.84374,28
27,407.89261,317.90761,51
28,413.97529,309.99798,49
29,394.79930,326.73576,45
30,370.88853,341.81175,39
31,379.99904,343.81660,33
32,393.05138,346.84374,28
33,377.86276,341.87235,51
34,392.91036,344.72096,45
35,403.90263,338.75934,40
36,379.99904,343.81660,33
37,393.05138,346.84374,28
38,419.97937,328.91415,51
39,428.01670,330.75759,48
40,403.90263,338.75934,40
41,379.99904,343.81660,33
42,393.05138,346.84374,28
43,462.01546,330.95912,51
44,428.01670,330.75759,48
45,403.90263,338.75934,40
46,379.99904,343.81660,33
47,393.05138,346.84374,28
48,401.02346,341.90484,51
49,415.00271,339.78520,50
50,392.91036,344.72096,45
51,403.90263,338.75934,40
52,379.99904,343.81660,33
53,393.05138,346.84374,28
54,423.92735,338.82625,51
55,415.00271,339.78520,50
56,392.91036,344.72096,45
57,403.90263,338.75934,40
58,379.99904,343.81660,33
59,393.05138,346.84374,28
60,396.99796,351.93005,51
61,409.96078,347.74685,44
62,387.96520,354.92058,39
63,409.99432,353.00727,34
64,393.05138,346.84374,28
65,448.96606,340.86992,51
66,409.96078,347.74685,44
67,387.96520,354.92058,39
68,409.99432,353.00727,34
69,393.05138,346.84374,28
70,377.99168,361.86977,51
71,362.83612,360.61456,46
72,387.96520,354.92058,39
73,409.99432,353.00727,34
74,393.05138,346.84374,28
75,386.99981,373.04142,51
76,404.98748,361.97272,46
77,427.93465,351.73817,41
78,409.99432,353.00727,34
79,393.05138,346.84374,28
80,424.99004,362.90160,51
81,404.98748,361.97272,46
82,427.93465,351.73817,41
83,409.99432,353.00727,34
84,393.05138,346.84374,28
85,450.90664,350.78787,51
86,460.00008,351.93342,46
87,427.93465,351.73817,41
88,409.99432,353.00727,34
89,393.05138,346.84374,28
90,486.90582,346.89359,51
91,460.00008,351.93342,46
92,427.93465,351.73817,41
93,409.99432,353.00727,34
94,393.05138,346.84374,28
