 ,XM,YM,Slice
1,261.02815,154.91898,51
2,274.05922,163.93571,50
3,288.97870,179.05320,44
4,306.09023,185.85659,40
5,324.07024,191.86085,34
6,331.96710,209.00640,27
7,287.03961,171.93157,51
8,274.05922,163.93571,50
9,288.97870,179.05320,44
10,306.09023,185.85659,40
11,324.07024,191.86085,34
12,331.96710,209.00640,27
13,284.00901,159.01650,51
14,293.99037,167.98333,50
15,313.10182,186.94727,45
16,306.09023,185.85659,40
17,324.07024,191.86085,34
18,331.96710,209.00640,27
19,304.04769,173.92777,51
20,293.99037,167.98333,50
21,313.10182,186.94727,45
22,306.09023,185.85659,40
23,324.07024,191.86085,34
24,331.96710,209.00640,27
25,294.10021,153.86446,51
26,305.09659,164.91379,50
27,319.01351,183.00145,44
28,336.09941,200.96894,40
29,324.07024,191.86085,34
30,331.96710,209.00640,27
31,315.11831,171.85773,51
32,305.09659,164.91379,50
33,319.01351,183.00145,44
34,336.09941,200.96894,40
35,324.07024,191.86085,34
36,331.96710,209.00640,27
37,335.00439,181.00566,51
38,347.03711,191.00799,50
39,319.01351,183.00145,44
40,336.09941,200.96894,40
41,324.07024,191.86085,34
42,331.96710,209.00640,27
43,364.02176,194.89692,51
44,347.03711,191.00799,50
45,319.01351,183.00145,44
46,336.09941,200.96894,40
47,324.07024,191.86085,34
48,331.96710,209.00640,27
49,319.97510,188.90621,51
50,331.98228,195.02898,50
51,313.10182,186.94727,45
52,306.09023,185.85659,40
53,324.07024,191.86085,34
54,331.96710,209.00640,27
55,346.10287,196.86264,51
56,331.98228,195.02898,50
57,313.10182,186.94727,45
58,306.09023,185.85659,40
59,324.07024,191.86085,34
60,331.96710,209.00640,27
61,370.04489,210.90475,51
62,345.98691,206.87722,49
63,355.03605,212.93225,44
64,336.09941,200.96894,40
65,324.07024,191.86085,34
66,331.96710,209.00640,27
67,386.98190,228.01496,51
68,374.05565,221.78220,49
69,355.03605,212.93225,44
70,336.09941,200.96894,40
71,324.07024,191.86085,34
72,331.96710,209.00640,27
73,359.01389,218.00239,51
74,374.05565,221.78220,49
75,355.03605,212.93225,44
76,336.09941,200.96894,40
77,324.07024,191.86085,34
78,331.96710,209.00640,27
79,361.02236,227.89996,51
80,351.04826,220.96545,43
81,320.07901,204.87775,38
82,334.03755,211.94309,33
83,331.96710,209.00640,27
84,379.94028,261.99177,51
85,375.01209,250.97320,49
86,364.02831,239.95862,44
87,340.99417,223.01791,39
88,334.03755,211.94309,33
89,331.96710,209.00640,27
90,363.98440,239.96372,51
91,375.01209,250.97320,49
92,364.02831,239.95862,44
93,340.99417,223.01791,39
94,334.03755,211.94309,33
95,331.96710,209.00640,27
96,345.08932,234.90056,51
97,364.02831,239.95862,44
98,340.99417,223.01791,39
99,334.03755,211.94309,33
100,331.96710,209.00640,27
101,347.08328,251.93119,51
102,336.01248,235.97718,49
103,318.00761,217.96238,44
104,340.99417,223.01791,39
105,334.03755,211.94309,33
106,331.96710,209.00640,27
107,325.00704,233.99595,51
108,336.01248,235.97718,49
109,318.00761,217.96238,44
110,340.99417,223.01791,39
111,334.03755,211.94309,33
112,331.96710,209.00640,27
113,317.98692,240.00532,51
114,310.99606,225.01691,49
115,318.00761,217.96238,44
116,340.99417,223.01791,39
117,334.03755,211.94309,33
118,331.96710,209.00640,27
119,299.02876,221.99788,51
120,310.99606,225.01691,49
121,318.00761,217.96238,44
122,340.99417,223.01791,39
123,334.03755,211.94309,33
124,331.96710,209.00640,27
125,327.03719,216.00461,51
126,327.08573,214.93627,48
127,351.04826,220.96545,43
128,320.07901,204.87775,38
129,334.03755,211.94309,33
130,331.96710,209.00640,27
131,336.97252,205.89447,51
132,345.98691,206.87722,49
133,355.03605,212.93225,44
134,336.09941,200.96894,40
135,324.07024,191.86085,34
136,331.96710,209.00640,27
137,319.00077,196.86780,51
138,307.99335,202.94671,48
139,305.01080,201.95140,43
140,320.07901,204.87775,38
141,334.03755,211.94309,33
142,331.96710,209.00640,27
143,308.97022,209.84251,51
144,327.08573,214.93627,48
145,351.04826,220.96545,43
146,320.07901,204.87775,38
147,334.03755,211.94309,33
148,331.96710,209.00640,27
149,294.97731,205.94371,51
150,307.99335,202.94671,48
151,305.01080,201.95140,43
152,320.07901,204.87775,38
153,334.03755,211.94309,33
154,331.96710,209.00640,27
155,297.05758,188.85867,51
156,295.05431,186.89529,49
157,288.97870,179.05320,44
158,306.09023,185.85659,40
159,324.07024,191.86085,34
160,331.96710,209.00640,27
161,278.05774,175.92604,51
162,295.05431,186.89529,49
163,288.97870,179.05320,44
164,306.09023,185.85659,40
165,324.07024,191.86085,34
166,331.96710,209.00640,27
167,285.06252,191.88112,51
168,276.05786,187.95460,50
169,305.01080,201.95140,43
170,320.07901,204.87775,38
171,334.03755,211.94309,33
172,331.96710,209.00640,27
173,264.98836,179.00857,51
174,276.05786,187.95460,50
175,305.01080,201.95140,43
176,320.07901,204.87775,38
177,334.03755,211.94309,33
178,331.96710,209.00640,27
