 ,XM,YM,Slice
1,254.03660,81.96566,51
2,230.04016,79.98102,45
3,243.03902,81.80676,37
4,224.98615,81.87817,32
5,217.99979,88.94804,26
6,203.08321,81.97977,51
7,230.04016,79.98102,45
8,243.03902,81.80676,37
9,224.98615,81.87817,32
10,217.99979,88.94804,26
11,302.03398,82.83018,51
12,286.98014,84.91847,49
13,263.98092,85.81231,44
14,243.03902,81.80676,37
15,224.98615,81.87817,32
16,217.99979,88.94804,26
17,276.93733,85.91944,51
18,286.98014,84.91847,49
19,263.98092,85.81231,44
20,243.03902,81.80676,37
21,224.98615,81.87817,32
22,217.99979,88.94804,26
23,291.97934,93.92224,51
24,274.97492,95.86617,49
25,256.01383,96.89632,44
26,235.99835,90.94504,36
27,213.91627,95.84920,32
28,217.99979,88.94804,26
29,274.00271,100.94053,51
30,274.97492,95.86617,49
31,256.01383,96.89632,44
32,235.99835,90.94504,36
33,213.91627,95.84920,32
34,217.99979,88.94804,26
35,253.98583,115.98243,51
36,243.96756,116.97990,49
37,256.01383,96.89632,44
38,235.99835,90.94504,36
39,213.91627,95.84920,32
40,217.99979,88.94804,26
41,236.99676,128.91553,51
42,243.96756,116.97990,49
43,256.01383,96.89632,44
44,235.99835,90.94504,36
45,213.91627,95.84920,32
46,217.99979,88.94804,26
47,224.01033,138.95162,51
48,214.91389,121.02623,47
49,220.90553,98.83983,43
50,235.99835,90.94504,36
51,213.91627,95.84920,32
52,217.99979,88.94804,26
53,208.99721,143.00700,51
54,207.04082,126.95750,48
55,205.06435,111.98568,41
56,201.95257,112.96851,37
57,213.91627,95.84920,32
58,217.99979,88.94804,26
59,187.95394,155.97568,51
60,189.01487,138.99563,49
61,190.96472,127.99007,44
62,201.95257,112.96851,37
63,213.91627,95.84920,32
64,217.99979,88.94804,26
65,180.02112,131.99733,51
66,189.01487,138.99563,49
67,190.96472,127.99007,44
68,201.95257,112.96851,37
69,213.91627,95.84920,32
70,217.99979,88.94804,26
71,174.93620,140.07217,51
72,185.02598,121.00468,48
73,190.96472,127.99007,44
74,201.95257,112.96851,37
75,213.91627,95.84920,32
76,217.99979,88.94804,26
77,191.02735,126.93681,51
78,207.04082,126.95750,48
79,205.06435,111.98568,41
80,201.95257,112.96851,37
81,213.91627,95.84920,32
82,217.99979,88.94804,26
83,173.98117,114.97954,51
84,185.02598,121.00468,48
85,190.96472,127.99007,44
86,201.95257,112.96851,37
87,213.91627,95.84920,32
88,217.99979,88.94804,26
89,147.93483,119.91059,51
90,160.90013,111.75800,50
91,177.91166,101.80634,44
92,200.96966,88.87012,38
93,224.98615,81.87817,32
94,217.99979,88.94804,26
95,168.97924,107.94872,51
96,160.90013,111.75800,50
97,177.91166,101.80634,44
98,200.96966,88.87012,38
99,224.98615,81.87817,32
100,217.99979,88.94804,26
101,160.96801,100.88447,51
102,184.01378,94.86541,48
103,177.91166,101.80634,44
104,200.96966,88.87012,38
105,224.98615,81.87817,32
106,217.99979,88.94804,26
107,162.97152,90.91295,51
108,179.99863,86.93475,49
109,204.05630,85.82044,44
110,200.96966,88.87012,38
111,224.98615,81.87817,32
112,217.99979,88.94804,26
113,191.98777,89.90950,51
114,179.99863,86.93475,49
115,204.05630,85.82044,44
116,200.96966,88.87012,38
117,224.98615,81.87817,32
118,217.99979,88.94804,26
119,187.05828,98.85074,51
120,184.01378,94.86541,48
121,177.91166,101.80634,44
122,200.96966,88.87012,38
123,224.98615,81.87817,32
124,217.99979,88.94804,26
125,207.97432,95.84196,51
126,221.95203,90.82797,50
127,204.05630,85.82044,44
128,200.96966,88.87012,38
129,224.98615,81.87817,32
130,217.99979,88.94804,26
131,233.00640,89.86394,51
132,221.95203,90.82797,50
133,204.05630,85.82044,44
134,200.96966,88.87012,38
135,224.98615,81.87817,32
136,217.99979,88.94804,26
137,199.99162,111.92931,51
138,210.94806,99.87827,48
139,205.06435,111.98568,41
140,201.95257,112.96851,37
141,213.91627,95.84920,32
142,217.99979,88.94804,26
143,226.00332,99.92746,51
144,210.94806,99.87827,48
145,205.06435,111.98568,41
146,201.95257,112.96851,37
147,213.91627,95.84920,32
148,217.99979,88.94804,26
149,213.96369,115.97423,51
150,214.91389,121.02623,47
151,220.90553,98.83983,43
152,235.99835,90.94504,36
153,213.91627,95.84920,32
154,217.99979,88.94804,26
155,222.97079,117.01215,51
156,232.94529,102.99323,48
157,220.90553,98.83983,43
158,235.99835,90.94504,36
159,213.91627,95.84920,32
160,217.99979,88.94804,26
161,244.93728,97.84974,51
162,232.94529,102.99323,48
163,220.90553,98.83983,43
164,235.99835,90.94504,36
165,213.91627,95.84920,32
166,217.99979,88.94804,26
167,247.96899,108.92769,51
168,263.98092,85.81231,44
169,243.03902,81.80676,37
170,224.98615,81.87817,32
171,217.99979,88.94804,26
