 ,XM,YM,Slice
1,98.99686,356.96825,51
2,101.99685,383.99303,49
3,114.03329,400.00038,44
4,121.01777,408.04051,39
5,131.03729,415.96019,31
6,132.97106,422.00928,26
7,100.84884,384.01552,51
8,101.99685,383.99303,49
9,114.03329,400.00038,44
10,121.01777,408.04051,39
11,131.03729,415.96019,31
12,132.97106,422.00928,26
13,90.94009,371.97871,51
14,93.84446,392.03366,49
15,103.97863,408.98486,44
16,121.90799,425.16617,38
17,133.90553,432.10281,32
18,132.97106,422.00928,26
19,94.95175,393.99001,51
20,93.84446,392.03366,49
21,103.97863,408.98486,44
22,121.90799,425.16617,38
23,133.90553,432.10281,32
24,132.97106,422.00928,26
25,112.96496,371.99434,51
26,122.07060,384.94267,50
27,135.99659,406.95665,45
28,144.95787,426.99433,38
29,131.03729,415.96019,31
30,132.97106,422.00928,26
31,127.02170,386.96649,51
32,122.07060,384.94267,50
33,135.99659,406.95665,45
34,144.95787,426.99433,38
35,131.03729,415.96019,31
36,132.97106,422.00928,26
37,114.97388,390.04284,51
38,124.98644,402.02491,48
39,114.03329,400.00038,44
40,121.01777,408.04051,39
41,131.03729,415.96019,31
42,132.97106,422.00928,26
43,134.03840,397.94660,51
44,124.98644,402.02491,48
45,114.03329,400.00038,44
46,121.01777,408.04051,39
47,131.03729,415.96019,31
48,132.97106,422.00928,26
49,123.98554,403.95402,51
50,126.99056,419.02489,46
51,121.01777,408.04051,39
52,131.03729,415.96019,31
53,132.97106,422.00928,26
54,112.98020,409.91973,51
55,121.02280,416.95335,49
56,103.97863,408.98486,44
57,121.90799,425.16617,38
58,133.90553,432.10281,32
59,132.97106,422.00928,26
60,138.14850,420.91437,51
61,121.02280,416.95335,49
62,103.97863,408.98486,44
63,121.90799,425.16617,38
64,133.90553,432.10281,32
65,132.97106,422.00928,26
66,97.02181,413.92179,51
67,104.90954,427.01199,49
68,118.95301,435.06405,43
69,137.97643,443.11188,38
70,133.90553,432.10281,32
71,132.97106,422.00928,26
72,109.98933,435.98545,51
73,104.90954,427.01199,49
74,118.95301,435.06405,43
75,137.97643,443.11188,38
76,133.90553,432.10281,32
77,132.97106,422.00928,26
78,120.04659,420.94371,51
79,128.99473,429.00336,49
80,143.02176,435.91671,44
81,121.90799,425.16617,38
82,133.90553,432.10281,32
83,132.97106,422.00928,26
84,141.94722,435.02992,51
85,128.99473,429.00336,49
86,143.02176,435.91671,44
87,121.90799,425.16617,38
88,133.90553,432.10281,32
89,132.97106,422.00928,26
90,124.00054,432.97931,51
91,136.04203,439.95637,50
92,118.95301,435.06405,43
93,137.97643,443.11188,38
94,133.90553,432.10281,32
95,132.97106,422.00928,26
96,143.99382,445.04317,51
97,136.04203,439.95637,50
98,118.95301,435.06405,43
99,137.97643,443.11188,38
100,133.90553,432.10281,32
101,132.97106,422.00928,26
102,126.02562,444.00074,51
103,135.97951,452.02432,50
104,151.07890,452.87385,45
105,137.97643,443.11188,38
106,133.90553,432.10281,32
107,132.97106,422.00928,26
108,145.98441,456.00730,51
109,135.97951,452.02432,50
110,151.07890,452.87385,45
111,137.97643,443.11188,38
112,133.90553,432.10281,32
113,132.97106,422.00928,26
114,151.01575,424.99320,51
115,126.99056,419.02489,46
116,121.01777,408.04051,39
117,131.03729,415.96019,31
118,132.97106,422.00928,26
119,152.98904,407.00778,51
120,135.99659,406.95665,45
121,144.95787,426.99433,38
122,131.03729,415.96019,31
123,132.97106,422.00928,26
124,159.03522,399.98325,51
125,161.99043,414.97370,50
126,163.05377,435.96253,45
127,144.95787,426.99433,38
128,131.03729,415.96019,31
129,132.97106,422.00928,26
130,170.07522,420.94731,51
131,161.99043,414.97370,50
132,163.05377,435.96253,45
133,144.95787,426.99433,38
134,131.03729,415.96019,31
135,132.97106,422.00928,26
136,189.03751,439.86766,51
137,163.05377,435.96253,45
138,144.95787,426.99433,38
139,131.03729,415.96019,31
140,132.97106,422.00928,26
141,168.99241,444.85764,51
142,174.00952,446.98152,49
143,143.02176,435.91671,44
144,121.90799,425.16617,38
145,133.90553,432.10281,32
146,132.97106,422.00928,26
147,194.98964,448.99040,51
148,174.00952,446.98152,49
149,143.02176,435.91671,44
150,121.90799,425.16617,38
151,133.90553,432.10281,32
152,132.97106,422.00928,26
153,169.02947,456.03568,51
154,175.03880,455.95559,50
155,151.07890,452.87385,45
156,137.97643,443.11188,38
157,133.90553,432.10281,32
158,132.97106,422.00928,26
159,190.00838,459.04841,51
160,175.03880,455.95559,50
161,151.07890,452.87385,45
162,137.97643,443.11188,38
163,133.90553,432.10281,32
164,132.97106,422.00928,26
