 ,XM,YM,Slice
1,63.86093,425.00500,51
2,70.99501,442.97646,48
3,79.96439,454.05830,43
4,88.00790,449.95005,37
5,89.96660,448.81166,30
6,73.04788,451.96196,51
7,70.99501,442.97646,48
8,79.96439,454.05830,43
9,88.00790,449.95005,37
10,89.96660,448.81166,30
11,74.01183,420.97958,51
12,85.02373,437.99298,49
13,102.00464,445.03891,43
14,115.96725,432.99513,37
15,89.96660,448.81166,30
16,95.01549,440.97194,51
17,85.02373,437.99298,49
18,102.00464,445.03891,43
19,115.96725,432.99513,37
20,89.96660,448.81166,30
21,101.00595,433.96082,51
22,114.03723,436.81834,49
23,116.81543,424.89237,43
24,115.96725,432.99513,37
25,89.96660,448.81166,30
26,102.03529,423.92699,51
27,119.96145,420.96417,48
28,116.81543,424.89237,43
29,115.96725,432.99513,37
30,89.96660,448.81166,30
31,123.89123,416.90090,51
32,119.96145,420.96417,48
33,116.81543,424.89237,43
34,115.96725,432.99513,37
35,89.96660,448.81166,30
36,125.99199,435.92516,51
37,114.03723,436.81834,49
38,116.81543,424.89237,43
39,115.96725,432.99513,37
40,89.96660,448.81166,30
41,122.00725,447.01653,51
42,129.04897,445.72431,49
43,102.00464,445.03891,43
44,115.96725,432.99513,37
45,89.96660,448.81166,30
46,146.99020,451.03714,51
47,129.04897,445.72431,49
48,102.00464,445.03891,43
49,115.96725,432.99513,37
50,89.96660,448.81166,30
51,97.00721,449.97952,51
52,98.02127,455.95835,43
53,88.00790,449.95005,37
54,89.96660,448.81166,30
55,104.01137,463.02820,51
56,112.13988,470.89021,49
57,98.02127,455.95835,43
58,88.00790,449.95005,37
59,89.96660,448.81166,30
60,121.96756,479.07217,51
61,112.13988,470.89021,49
62,98.02127,455.95835,43
63,88.00790,449.95005,37
64,89.96660,448.81166,30
65,105.86537,476.12971,51
66,96.02159,467.05618,48
67,79.96439,454.05830,43
68,88.00790,449.95005,37
69,89.96660,448.81166,30
70,87.92612,464.07197,51
71,96.02159,467.05618,48
72,79.96439,454.05830,43
73,88.00790,449.95005,37
74,89.96660,448.81166,30
