 ,XM,YM,Slice
1,311.01460,250.93189,51
2,325.03076,258.90536,49
3,316.03835,258.78310,44
4,310.99571,263.83906,38
5,335.06373,256.78640,51
6,325.03076,258.90536,49
7,316.03835,258.78310,44
8,310.99571,263.83906,38
9,296.02631,256.86672,51
10,300.98900,259.96829,48
11,316.03835,258.78310,44
12,310.99571,263.83906,38
13,321.00704,262.94665,51
14,300.98900,259.96829,48
15,316.03835,258.78310,44
16,310.99571,263.83906,38
17,290.01914,266.01881,51
18,294.96754,269.13055,50
19,306.02014,266.92787,43
20,310.99571,263.83906,38
21,308.98776,269.90384,51
22,294.96754,269.13055,50
23,306.02014,266.92787,43
24,310.99571,263.83906,38
25,315.01583,281.95991,51
26,322.96109,274.92822,50
27,306.02014,266.92787,43
28,310.99571,263.83906,38
29,335.97773,271.92569,51
30,322.96109,274.92822,50
31,306.02014,266.92787,43
32,310.99571,263.83906,38
