 ,XM,YM,Slice
1,334.01754,108.86434,51
2,361.99465,106.83260,46
3,381.03082,106.78240,40
4,400.04559,108.75331,35
5,412.98249,103.76914,28
6,420.03715,95.77717,21
7,362.03193,103.88854,51
8,361.99465,106.83260,46
9,381.03082,106.78240,40
10,400.04559,108.75331,35
11,412.98249,103.76914,28
12,420.03715,95.77717,21
13,337.00365,118.95046,51
14,379.03425,123.90609,46
15,397.98848,126.04715,39
16,417.95712,117.87871,34
17,432.01255,109.90713,28
18,420.03715,95.77717,21
19,376.03419,132.98125,51
20,379.03425,123.90609,46
21,397.98848,126.04715,39
22,417.95712,117.87871,34
23,432.01255,109.90713,28
24,420.03715,95.77717,21
25,361.98990,137.04114,51
26,396.00582,137.99496,45
27,397.98848,126.04715,39
28,417.95712,117.87871,34
29,432.01255,109.90713,28
30,420.03715,95.77717,21
31,396.99699,153.97369,51
32,396.00582,137.99496,45
33,397.98848,126.04715,39
34,417.95712,117.87871,34
35,432.01255,109.90713,28
36,420.03715,95.77717,21
37,416.01847,168.94520,51
38,427.95724,153.73648,46
39,433.97825,127.95057,38
40,448.96097,115.75562,34
41,432.01255,109.90713,28
42,420.03715,95.77717,21
43,444.96829,165.92615,51
44,427.95724,153.73648,46
45,433.97825,127.95057,38
46,448.96097,115.75562,34
47,432.01255,109.90713,28
48,420.03715,95.77717,21
49,459.96786,165.92193,51
50,447.82654,138.85571,44
51,433.97825,127.95057,38
52,448.96097,115.75562,34
53,432.01255,109.90713,28
54,420.03715,95.77717,21
55,476.98141,167.94460,51
56,467.98797,134.01597,45
57,467.99780,118.95319,39
58,448.96097,115.75562,34
59,432.01255,109.90713,28
60,420.03715,95.77717,21
61,509.97857,147.98503,51
62,493.95252,126.91052,46
63,467.99780,118.95319,39
64,448.96097,115.75562,34
65,432.01255,109.90713,28
66,420.03715,95.77717,21
67,532.01264,128.99699,51
68,493.95252,126.91052,46
69,467.99780,118.95319,39
70,448.96097,115.75562,34
71,432.01255,109.90713,28
72,420.03715,95.77717,21
73,525.04007,118.85838,51
74,468.97424,115.85707,43
75,438.99904,116.81162,38
76,417.95712,117.87871,34
77,432.01255,109.90713,28
78,420.03715,95.77717,21
79,516.02075,107.89413,51
80,485.99341,104.86802,46
81,459.97307,104.82108,40
82,434.02639,101.79809,33
83,412.98249,103.76914,28
84,420.03715,95.77717,21
85,502.94485,139.96689,51
86,467.98797,134.01597,45
87,467.99780,118.95319,39
88,448.96097,115.75562,34
89,432.01255,109.90713,28
90,420.03715,95.77717,21
91,490.89693,144.88739,51
92,447.82654,138.85571,44
93,433.97825,127.95057,38
94,448.96097,115.75562,34
95,432.01255,109.90713,28
96,420.03715,95.77717,21
97,467.00261,150.93901,51
98,437.98046,134.94186,45
99,438.99904,116.81162,38
100,417.95712,117.87871,34
101,432.01255,109.90713,28
102,420.03715,95.77717,21
103,422.98708,156.96033,51
104,437.98046,134.94186,45
105,438.99904,116.81162,38
106,417.95712,117.87871,34
107,432.01255,109.90713,28
108,420.03715,95.77717,21
109,440.96420,147.94399,51
110,445.94792,124.89011,46
111,459.97307,104.82108,40
112,434.02639,101.79809,33
113,412.98249,103.76914,28
114,420.03715,95.77717,21
115,487.93324,127.95515,51
116,468.97424,115.85707,43
117,438.99904,116.81162,38
118,417.95712,117.87871,34
119,432.01255,109.90713,28
120,420.03715,95.77717,21
121,487.89406,111.90264,51
122,485.99341,104.86802,46
123,459.97307,104.82108,40
124,434.02639,101.79809,33
125,412.98249,103.76914,28
126,420.03715,95.77717,21
127,469.97517,124.99132,51
128,445.94792,124.89011,46
129,459.97307,104.82108,40
130,434.02639,101.79809,33
131,412.98249,103.76914,28
132,420.03715,95.77717,21
133,458.83194,127.88764,51
134,430.84251,130.75753,48
135,411.97579,116.83100,40
136,400.04559,108.75331,35
137,412.98249,103.76914,28
138,420.03715,95.77717,21
139,418.01609,141.96019,51
140,430.84251,130.75753,48
141,411.97579,116.83100,40
142,400.04559,108.75331,35
143,412.98249,103.76914,28
144,420.03715,95.77717,21
145,425.00308,132.96675,51
146,393.03737,118.86054,46
147,411.97579,116.83100,40
148,400.04559,108.75331,35
149,412.98249,103.76914,28
150,420.03715,95.77717,21
151,440.01210,120.82920,51
152,406.04051,114.83359,46
153,381.03082,106.78240,40
154,400.04559,108.75331,35
155,412.98249,103.76914,28
156,420.03715,95.77717,21
157,379.02222,123.91099,51
158,393.03737,118.86054,46
159,411.97579,116.83100,40
160,400.04559,108.75331,35
161,412.98249,103.76914,28
162,420.03715,95.77717,21
163,393.99640,119.90432,51
164,406.04051,114.83359,46
165,381.03082,106.78240,40
166,400.04559,108.75331,35
167,412.98249,103.76914,28
168,420.03715,95.77717,21
169,397.99665,111.88832,51
170,410.03721,106.92679,45
171,422.99238,105.01926,39
172,434.02639,101.79809,33
173,412.98249,103.76914,28
174,420.03715,95.77717,21
175,440.05654,112.87052,51
176,410.03721,106.92679,45
177,422.99238,105.01926,39
178,434.02639,101.79809,33
179,412.98249,103.76914,28
180,420.03715,95.77717,21
181,462.05062,101.96422,51
182,438.02916,102.94635,45
183,422.99238,105.01926,39
184,434.02639,101.79809,33
185,412.98249,103.76914,28
186,420.03715,95.77717,21
187,413.97543,101.92209,51
188,438.02916,102.94635,45
189,422.99238,105.01926,39
190,434.02639,101.79809,33
191,412.98249,103.76914,28
192,420.03715,95.77717,21
