 ,XM,YM,Slice
1,487.87908,118.04692,51
2,506.99592,175.01999,45
3,510.95502,197.02734,39
4,519.96054,195.91815,32
5,505.93788,199.94652,25
6,502.98534,204.00485,17
7,487.89510,151.02508,51
8,488.92291,163.98234,49
9,490.87905,181.03214,43
10,494.95044,196.03999,38
11,494.89607,210.01454,32
12,505.93788,199.94652,25
13,502.98534,204.00485,17
14,478.95943,207.03611,51
15,482.81182,219.08896,50
16,489.95962,222.02665,44
17,493.90391,228.99793,38
18,494.89607,210.01454,32
19,505.93788,199.94652,25
20,502.98534,204.00485,17
21,485.96792,172.99334,51
22,488.92291,163.98234,49
23,490.87905,181.03214,43
24,494.95044,196.03999,38
25,494.89607,210.01454,32
26,505.93788,199.94652,25
27,502.98534,204.00485,17
28,483.86388,228.01096,51
29,482.81182,219.08896,50
30,489.95962,222.02665,44
31,493.90391,228.99793,38
32,494.89607,210.01454,32
33,505.93788,199.94652,25
34,502.98534,204.00485,17
35,485.91098,196.02113,51
36,490.00559,203.01140,49
37,499.93118,210.13262,45
38,494.95044,196.03999,38
39,494.89607,210.01454,32
40,505.93788,199.94652,25
41,502.98534,204.00485,17
42,489.97609,215.98698,51
43,490.00559,203.01140,49
44,499.93118,210.13262,45
45,494.95044,196.03999,38
46,494.89607,210.01454,32
47,505.93788,199.94652,25
48,502.98534,204.00485,17
49,492.88782,179.00571,51
50,494.96904,189.01653,50
51,490.87905,181.03214,43
52,494.95044,196.03999,38
53,494.89607,210.01454,32
54,505.93788,199.94652,25
55,502.98534,204.00485,17
56,496.01155,198.00047,51
57,494.96904,189.01653,50
58,490.87905,181.03214,43
59,494.95044,196.03999,38
60,494.89607,210.01454,32
61,505.93788,199.94652,25
62,502.98534,204.00485,17
63,504.00230,196.01728,51
64,503.91800,188.98420,46
65,506.99079,205.99171,39
66,502.99175,226.97586,32
67,504.92459,219.94559,25
68,502.98534,204.00485,17
69,498.97151,157.01808,51
70,503.91800,188.98420,46
71,506.99079,205.99171,39
72,502.99175,226.97586,32
73,504.92459,219.94559,25
74,502.98534,204.00485,17
75,508.93409,155.03272,51
76,506.99592,175.01999,45
77,510.95502,197.02734,39
78,519.96054,195.91815,32
79,505.93788,199.94652,25
80,502.98534,204.00485,17
81,511.99231,133.06595,51
82,515.99795,154.01243,49
83,522.98196,184.01108,43
84,536.90895,187.79432,36
85,519.96054,195.91815,32
86,505.93788,199.94652,25
87,502.98534,204.00485,17
88,522.00608,152.01055,51
89,515.99795,154.01243,49
90,522.98196,184.01108,43
91,536.90895,187.79432,36
92,519.96054,195.91815,32
93,505.93788,199.94652,25
94,502.98534,204.00485,17
95,540.91933,164.01274,51
96,557.04222,180.03135,44
97,536.90895,187.79432,36
98,519.96054,195.91815,32
99,505.93788,199.94652,25
100,502.98534,204.00485,17
101,524.96691,166.96202,51
102,537.04629,180.87144,49
103,522.98196,184.01108,43
104,536.90895,187.79432,36
105,519.96054,195.91815,32
106,505.93788,199.94652,25
107,502.98534,204.00485,17
108,519.01522,194.00243,51
109,523.99627,208.00347,44
110,510.95502,197.02734,39
111,519.96054,195.91815,32
112,505.93788,199.94652,25
113,502.98534,204.00485,17
114,522.97821,186.02046,51
115,530.99348,202.00083,46
116,538.97287,200.03259,40
117,524.97456,204.96539,33
118,504.92459,219.94559,25
119,502.98534,204.00485,17
120,545.02797,184.99107,51
121,537.04629,180.87144,49
122,522.98196,184.01108,43
123,536.90895,187.79432,36
124,519.96054,195.91815,32
125,505.93788,199.94652,25
126,502.98534,204.00485,17
127,521.92711,213.06411,51
128,523.96386,218.04733,45
129,506.99079,205.99171,39
130,502.99175,226.97586,32
131,504.92459,219.94559,25
132,502.98534,204.00485,17
133,514.00331,222.00369,51
134,499.93118,210.13262,45
135,494.95044,196.03999,38
136,494.89607,210.01454,32
137,505.93788,199.94652,25
138,502.98534,204.00485,17
139,514.01598,229.87406,51
140,509.98920,226.00247,45
141,501.92274,235.96505,39
142,502.99175,226.97586,32
143,504.92459,219.94559,25
144,502.98534,204.00485,17
145,489.99063,241.87315,51
146,489.95962,222.02665,44
147,493.90391,228.99793,38
148,494.89607,210.01454,32
149,505.93788,199.94652,25
150,502.98534,204.00485,17
151,492.96838,250.89898,51
152,496.99935,243.98675,45
153,493.90391,228.99793,38
154,494.89607,210.01454,32
155,505.93788,199.94652,25
156,502.98534,204.00485,17
157,493.05925,263.13383,51
158,507.03874,251.06142,46
159,501.92274,235.96505,39
160,502.99175,226.97586,32
161,504.92459,219.94559,25
162,502.98534,204.00485,17
163,512.99464,266.09597,51
164,531.00722,250.03267,47
165,525.96862,225.99484,41
166,524.97456,204.96539,33
167,504.92459,219.94559,25
168,502.98534,204.00485,17
169,529.00092,244.97620,51
170,496.99935,243.98675,45
171,493.90391,228.99793,38
172,494.89607,210.01454,32
173,505.93788,199.94652,25
174,502.98534,204.00485,17
175,532.01933,254.92422,51
176,507.03874,251.06142,46
177,501.92274,235.96505,39
178,502.99175,226.97586,32
179,504.92459,219.94559,25
180,502.98534,204.00485,17
181,548.98550,267.01246,51
182,531.00722,250.03267,47
183,525.96862,225.99484,41
184,524.97456,204.96539,33
185,504.92459,219.94559,25
186,502.98534,204.00485,17
187,551.94986,249.10593,51
188,509.98920,226.00247,45
189,501.92274,235.96505,39
190,502.99175,226.97586,32
191,504.92459,219.94559,25
192,502.98534,204.00485,17
193,552.99227,235.94906,51
194,523.96386,218.04733,45
195,506.99079,205.99171,39
196,502.99175,226.97586,32
197,504.92459,219.94559,25
198,502.98534,204.00485,17
199,549.02074,222.00941,51
200,523.99627,208.00347,44
201,510.95502,197.02734,39
202,519.96054,195.91815,32
203,505.93788,199.94652,25
204,502.98534,204.00485,17
205,571.12241,243.96609,51
206,559.91739,224.94657,48
207,525.96862,225.99484,41
208,524.97456,204.96539,33
209,504.92459,219.94559,25
210,502.98534,204.00485,17
211,548.00815,209.94490,51
212,530.99348,202.00083,46
213,538.97287,200.03259,40
214,524.97456,204.96539,33
215,504.92459,219.94559,25
216,502.98534,204.00485,17
217,567.14671,213.93606,51
218,559.91739,224.94657,48
219,525.96862,225.99484,41
220,524.97456,204.96539,33
221,504.92459,219.94559,25
222,502.98534,204.00485,17
223,567.05990,189.01143,51
224,553.95237,193.83373,48
225,538.97287,200.03259,40
226,524.97456,204.96539,33
227,504.92459,219.94559,25
228,502.98534,204.00485,17
229,537.97064,189.05508,51
230,553.95237,193.83373,48
231,538.97287,200.03259,40
232,524.97456,204.96539,33
233,504.92459,219.94559,25
234,502.98534,204.00485,17
235,564.90198,167.99116,51
236,557.04222,180.03135,44
237,536.90895,187.79432,36
238,519.96054,195.91815,32
239,505.93788,199.94652,25
240,502.98534,204.00485,17
