 ,XM,YM,Slice
1,340.94005,435.11692,51
2,353.99891,434.00329,51
3,127.95151,392.93405,51
4,318.00537,435.01912,51
5,289.01625,432.13499,44
6,270.99119,431.92800,38
7,249.01947,432.07684,33
8,227.00257,431.93648,27
9,244.01401,428.08427,24
10,327.02098,426.92735,51
11,308.03318,425.92476,47
12,286.03560,423.87030,40
13,272.01526,423.79116,34
14,259.02663,423.83410,29
15,244.01401,428.08427,24
16,283.02870,429.03668,51
17,264.95166,434.87158,44
18,270.99119,431.92800,38
19,249.01947,432.07684,33
20,227.00257,431.93648,27
21,244.01401,428.08427,24
22,264.96176,437.98468,51
23,264.95166,434.87158,44
24,270.99119,431.92800,38
25,249.01947,432.07684,33
26,227.00257,431.93648,27
27,244.01401,428.08427,24
28,289.98865,425.02256,51
29,289.01625,432.13499,44
30,270.99119,431.92800,38
31,249.01947,432.07684,33
32,227.00257,431.93648,27
33,244.01401,428.08427,24
34,298.95709,422.04006,51
35,308.03318,425.92476,47
36,286.03560,423.87030,40
37,272.01526,423.79116,34
38,259.02663,423.83410,29
39,244.01401,428.08427,24
40,233.00293,436.95673,51
41,204.02613,437.04083,46
42,189.03050,432.02467,41
43,205.01127,432.03353,35
44,227.00257,431.93648,27
45,244.01401,428.08427,24
46,166.98024,435.11395,51
47,158.99507,431.12163,47
48,189.03050,432.02467,41
49,205.01127,432.03353,35
50,227.00257,431.93648,27
51,244.01401,428.08427,24
52,197.01765,436.97805,51
53,204.02613,437.04083,46
54,189.03050,432.02467,41
55,205.01127,432.03353,35
56,227.00257,431.93648,27
57,244.01401,428.08427,24
58,132.92817,425.09447,51
59,158.99507,431.12163,47
60,189.03050,432.02467,41
61,205.01127,432.03353,35
62,227.00257,431.93648,27
63,244.01401,428.08427,24
64,137.98171,417.00585,51
65,173.01957,425.01057,47
66,214.02453,431.08777,42
67,205.01127,432.03353,35
68,227.00257,431.93648,27
69,244.01401,428.08427,24
70,176.02112,424.90514,51
71,173.01957,425.01057,47
72,214.02453,431.08777,42
73,205.01127,432.03353,35
74,227.00257,431.93648,27
75,244.01401,428.08427,24
76,137.97866,408.01607,51
77,182.02768,416.86615,47
78,235.01740,427.96353,38
79,249.01947,432.07684,33
80,227.00257,431.93648,27
81,244.01401,428.08427,24
82,178.01336,416.07422,51
83,182.02768,416.86615,47
84,235.01740,427.96353,38
85,249.01947,432.07684,33
86,227.00257,431.93648,27
87,244.01401,428.08427,24
88,145.99180,399.95337,51
89,171.98711,404.88799,48
90,204.97756,411.85054,41
91,230.97650,422.83410,34
92,259.02663,423.83410,29
93,244.01401,428.08427,24
94,178.00062,396.92878,51
95,171.98711,404.88799,48
96,204.97756,411.85054,41
97,230.97650,422.83410,34
98,259.02663,423.83410,29
99,244.01401,428.08427,24
100,168.98930,406.87630,51
101,195.01295,406.99206,50
102,238.00080,420.05943,42
103,230.97650,422.83410,34
104,259.02663,423.83410,29
105,244.01401,428.08427,24
106,205.02931,425.98592,51
107,223.97905,431.08790,48
108,214.02453,431.08777,42
109,205.01127,432.03353,35
110,227.00257,431.93648,27
111,244.01401,428.08427,24
112,218.98374,421.00820,51
113,235.02854,424.97580,46
114,235.01740,427.96353,38
115,249.01947,432.07684,33
116,227.00257,431.93648,27
117,244.01401,428.08427,24
118,248.03181,428.95448,51
119,223.97905,431.08790,48
120,214.02453,431.08777,42
121,205.01127,432.03353,35
122,227.00257,431.93648,27
123,244.01401,428.08427,24
124,222.01438,410.93681,51
125,247.98949,418.04356,48
126,238.00080,420.05943,42
127,230.97650,422.83410,34
128,259.02663,423.83410,29
129,244.01401,428.08427,24
130,254.98282,422.02549,51
131,235.02854,424.97580,46
132,235.01740,427.96353,38
133,249.01947,432.07684,33
134,227.00257,431.93648,27
135,244.01401,428.08427,24
136,207.94522,399.91923,51
137,195.01295,406.99206,50
138,238.00080,420.05943,42
139,230.97650,422.83410,34
140,259.02663,423.83410,29
141,244.01401,428.08427,24
142,197.01237,388.92972,51
143,214.01932,400.86439,47
144,204.97756,411.85054,41
145,230.97650,422.83410,34
146,259.02663,423.83410,29
147,244.01401,428.08427,24
148,231.99550,384.96845,51
149,214.01932,400.86439,47
150,204.97756,411.85054,41
151,230.97650,422.83410,34
152,259.02663,423.83410,29
153,244.01401,428.08427,24
154,232.88827,394.89222,51
155,246.00896,396.99122,48
156,253.99420,418.03740,41
157,272.01526,423.79116,34
158,259.02663,423.83410,29
159,244.01401,428.08427,24
160,260.98933,386.93778,51
161,246.00896,396.99122,48
162,253.99420,418.03740,41
163,272.01526,423.79116,34
164,259.02663,423.83410,29
165,244.01401,428.08427,24
166,258.99297,394.96736,51
167,272.03532,412.93296,46
168,286.03560,423.87030,40
169,272.01526,423.79116,34
170,259.02663,423.83410,29
171,244.01401,428.08427,24
172,289.05731,400.92618,51
173,272.03532,412.93296,46
174,286.03560,423.87030,40
175,272.01526,423.79116,34
176,259.02663,423.83410,29
177,244.01401,428.08427,24
178,245.00776,402.86893,51
179,259.02265,410.97681,48
180,253.99420,418.03740,41
181,272.01526,423.79116,34
182,259.02663,423.83410,29
183,244.01401,428.08427,24
184,274.01776,403.87376,51
185,259.02265,410.97681,48
186,253.99420,418.03740,41
187,272.01526,423.79116,34
188,259.02663,423.83410,29
189,244.01401,428.08427,24
190,258.01630,411.92607,51
191,247.98949,418.04356,48
192,238.00080,420.05943,42
193,230.97650,422.83410,34
194,259.02663,423.83410,29
195,244.01401,428.08427,24
196,440.02101,431.97211,51
