 ,XM,YM,Slice
1,194.88902,434.90238,51
2,227.96701,418.93088,44
3,251.96556,406.86363,38
4,287.96975,384.02822,33
5,288.03607,383.04793,25
6,210.01086,412.90055,51
7,227.96701,418.93088,44
8,251.96556,406.86363,38
9,287.96975,384.02822,33
10,288.03607,383.04793,25
11,232.01994,411.88231,51
12,227.01264,412.78723,50
13,227.96701,418.93088,44
14,251.96556,406.86363,38
15,287.96975,384.02822,33
16,288.03607,383.04793,25
17,236.11157,395.93921,51
18,249.98660,405.03063,49
19,261.00963,403.77322,44
20,251.96556,406.86363,38
21,287.96975,384.02822,33
22,288.03607,383.04793,25
23,256.02144,407.91847,51
24,249.98660,405.03063,49
25,261.00963,403.77322,44
26,251.96556,406.86363,38
27,287.96975,384.02822,33
28,288.03607,383.04793,25
29,247.04230,390.98078,51
30,256.94589,395.16911,48
31,275.00093,396.05340,44
32,295.11353,378.09415,37
33,287.96975,384.02822,33
34,288.03607,383.04793,25
35,270.99271,403.10079,51
36,256.94589,395.16911,48
37,275.00093,396.05340,44
38,295.11353,378.09415,37
39,287.96975,384.02822,33
40,288.03607,383.04793,25
41,259.98927,381.74232,51
42,275.97573,383.90757,49
43,295.97495,373.01309,43
44,295.11353,378.09415,37
45,287.96975,384.02822,33
46,288.03607,383.04793,25
47,284.99406,378.98376,51
48,275.97573,383.90757,49
49,295.97495,373.01309,43
50,295.11353,378.09415,37
51,287.96975,384.02822,33
52,288.03607,383.04793,25
53,268.01842,393.03104,51
54,290.03009,393.91395,48
55,275.00093,396.05340,44
56,295.11353,378.09415,37
57,287.96975,384.02822,33
58,288.03607,383.04793,25
59,289.12331,397.86270,51
60,290.03009,393.91395,48
61,275.00093,396.05340,44
62,295.11353,378.09415,37
63,287.96975,384.02822,33
64,288.03607,383.04793,25
65,302.98877,357.99998,51
66,300.97992,369.02855,49
67,295.97495,373.01309,43
68,295.11353,378.09415,37
69,287.96975,384.02822,33
70,288.03607,383.04793,25
71,296.86234,385.96581,51
72,300.97992,369.02855,49
73,295.97495,373.01309,43
74,295.11353,378.09415,37
75,287.96975,384.02822,33
76,288.03607,383.04793,25
77,308.84573,380.96134,51
78,309.14453,386.04927,45
79,290.94324,393.95759,39
80,281.00250,401.04777,32
81,288.03607,383.04793,25
82,311.99279,400.04465,51
83,309.14453,386.04927,45
84,290.94324,393.95759,39
85,281.00250,401.04777,32
86,288.03607,383.04793,25
87,268.98204,414.87898,51
88,261.00963,403.77322,44
89,251.96556,406.86363,38
90,287.96975,384.02822,33
91,288.03607,383.04793,25
92,235.98797,420.89118,51
93,243.96853,422.95980,45
94,265.01573,412.73760,39
95,281.00250,401.04777,32
96,288.03607,383.04793,25
97,205.93277,438.82802,51
98,243.96853,422.95980,45
99,265.01573,412.73760,39
100,281.00250,401.04777,32
101,288.03607,383.04793,25
102,255.00561,455.06764,51
103,282.03854,435.84534,45
104,265.01573,412.73760,39
105,281.00250,401.04777,32
106,288.03607,383.04793,25
107,295.99628,456.10106,51
108,282.03854,435.84534,45
109,265.01573,412.73760,39
110,281.00250,401.04777,32
111,288.03607,383.04793,25
112,249.01562,432.87126,51
113,277.97917,412.91903,45
114,290.94324,393.95759,39
115,281.00250,401.04777,32
116,288.03607,383.04793,25
117,278.99654,420.97713,51
118,277.97917,412.91903,45
119,290.94324,393.95759,39
120,281.00250,401.04777,32
121,288.03607,383.04793,25
