 ,XM,YM,Slice
1,239.00242,96.99470,51
2,265.97969,91.83327,46
3,291.99282,89.85196,39
4,306.00111,86.86660,33
5,279.00443,87.89230,51
6,265.97969,91.83327,46
7,291.99282,89.85196,39
8,306.00111,86.86660,33
9,280.96312,97.86960,51
10,313.96680,86.83025,45
11,291.99282,89.85196,39
12,306.00111,86.86660,33
13,281.99037,109.75988,51
14,299.96288,98.90575,45
15,323.95824,89.80508,39
16,306.00111,86.86660,33
17,311.01354,98.80536,51
18,299.96288,98.90575,45
19,323.95824,89.80508,39
20,306.00111,86.86660,33
21,332.00171,104.01493,51
22,348.97093,87.82608,45
23,323.95824,89.80508,39
24,306.00111,86.86660,33
25,372.99897,88.87167,51
26,348.97093,87.82608,45
27,323.95824,89.80508,39
28,306.00111,86.86660,33
29,331.00851,86.91068,51
30,313.96680,86.83025,45
31,291.99282,89.85196,39
32,306.00111,86.86660,33
