 ,XM,YM,Slice
1,558.91154,338.86895,51
2,561.83061,358.90543,46
3,567.89743,377.92462,38
4,564.88617,387.94191,33
5,565.97672,395.04679,27
6,539.91781,364.86723,51
7,561.83061,358.90543,46
8,567.89743,377.92462,38
9,564.88617,387.94191,33
10,565.97672,395.04679,27
11,564.97067,358.05342,51
12,562.00425,390.01279,43
13,567.89743,377.92462,38
14,564.88617,387.94191,33
15,565.97672,395.04679,27
16,577.06229,338.97761,51
17,577.02768,354.01155,50
18,575.05774,379.00523,43
19,568.03165,398.01219,38
20,560.97043,410.01550,32
21,565.97672,395.04679,27
22,574.99264,363.97510,51
23,577.02768,354.01155,50
24,575.05774,379.00523,43
25,568.03165,398.01219,38
26,560.97043,410.01550,32
27,565.97672,395.04679,27
28,566.02702,392.96837,51
29,575.05774,379.00523,43
30,568.03165,398.01219,38
31,560.97043,410.01550,32
32,565.97672,395.04679,27
33,570.87163,409.00570,51
34,563.04723,418.04536,44
35,553.94687,423.94792,37
36,560.97043,410.01550,32
37,565.97672,395.04679,27
38,548.99594,430.87338,51
39,540.00166,431.95492,50
40,563.04723,418.04536,44
41,553.94687,423.94792,37
42,560.97043,410.01550,32
43,565.97672,395.04679,27
44,521.99464,428.96999,51
45,540.00166,431.95492,50
46,563.04723,418.04536,44
47,553.94687,423.94792,37
48,560.97043,410.01550,32
49,565.97672,395.04679,27
50,526.00913,440.12334,51
51,516.00615,436.98437,50
52,515.99475,439.09133,45
53,553.94687,423.94792,37
54,560.97043,410.01550,32
55,565.97672,395.04679,27
56,502.98775,445.08283,51
57,492.99291,442.94717,50
58,515.99475,439.09133,45
59,553.94687,423.94792,37
60,560.97043,410.01550,32
61,565.97672,395.04679,27
62,480.98381,444.08612,51
63,492.99291,442.94717,50
64,515.99475,439.09133,45
65,553.94687,423.94792,37
66,560.97043,410.01550,32
67,565.97672,395.04679,27
68,502.03904,434.84344,51
69,516.00615,436.98437,50
70,515.99475,439.09133,45
71,553.94687,423.94792,37
72,560.97043,410.01550,32
73,565.97672,395.04679,27
74,498.93751,425.86719,51
75,526.01844,422.97406,49
76,553.96135,413.96774,43
77,568.03165,398.01219,38
78,560.97043,410.01550,32
79,565.97672,395.04679,27
80,483.81749,423.85383,51
81,528.83304,422.84229,44
82,547.85200,407.96492,38
83,564.88617,387.94191,33
84,565.97672,395.04679,27
85,527.00941,422.97245,51
86,526.01844,422.97406,49
87,553.96135,413.96774,43
88,568.03165,398.01219,38
89,560.97043,410.01550,32
90,565.97672,395.04679,27
91,547.96690,412.97050,51
92,554.97252,402.97360,50
93,553.96135,413.96774,43
94,568.03165,398.01219,38
95,560.97043,410.01550,32
96,565.97672,395.04679,27
97,557.03200,394.02451,51
98,554.97252,402.97360,50
99,553.96135,413.96774,43
100,568.03165,398.01219,38
101,560.97043,410.01550,32
102,565.97672,395.04679,27
103,543.00061,406.00894,51
104,549.91983,395.01314,50
105,562.00425,390.01279,43
106,567.89743,377.92462,38
107,564.88617,387.94191,33
108,565.97672,395.04679,27
109,549.82608,381.85213,51
110,549.91983,395.01314,50
111,562.00425,390.01279,43
112,567.89743,377.92462,38
113,564.88617,387.94191,33
114,565.97672,395.04679,27
115,545.95992,371.97894,51
116,540.98876,380.97650,49
117,546.81869,395.83973,42
118,547.85200,407.96492,38
119,564.88617,387.94191,33
120,565.97672,395.04679,27
121,522.85341,388.81876,51
122,540.98876,380.97650,49
123,546.81869,395.83973,42
124,547.85200,407.96492,38
125,564.88617,387.94191,33
126,565.97672,395.04679,27
127,533.98638,391.98723,51
128,524.97557,402.92916,49
129,546.81869,395.83973,42
130,547.85200,407.96492,38
131,564.88617,387.94191,33
132,565.97672,395.04679,27
133,533.91583,403.94145,51
134,526.03433,413.08526,50
135,528.83304,422.84229,44
136,547.85200,407.96492,38
137,564.88617,387.94191,33
138,565.97672,395.04679,27
139,509.95808,410.94815,51
140,526.03433,413.08526,50
141,528.83304,422.84229,44
142,547.85200,407.96492,38
143,564.88617,387.94191,33
144,565.97672,395.04679,27
145,509.99153,401.80075,51
146,524.97557,402.92916,49
147,546.81869,395.83973,42
148,547.85200,407.96492,38
149,564.88617,387.94191,33
150,565.97672,395.04679,27
