 ,XM,YM,Slice
1,300.86244,294.11224,51
2,312.00910,310.02369,44
3,330.09629,319.94373,38
4,341.11647,320.81614,34
5,326.91800,326.89102,24
6,307.08525,319.99981,51
7,312.00910,310.02369,44
8,330.09629,319.94373,38
9,341.11647,320.81614,34
10,326.91800,326.89102,24
11,287.03110,318.95138,51
12,314.04056,332.91012,45
13,337.03607,339.96917,38
14,323.94776,339.88282,33
15,326.91800,326.89102,24
16,327.11022,348.86820,51
17,314.04056,332.91012,45
18,337.03607,339.96917,38
19,323.94776,339.88282,33
20,326.91800,326.89102,24
21,269.95039,340.88894,51
22,285.06276,342.77853,45
23,309.99806,345.87826,39
24,323.94776,339.88282,33
25,326.91800,326.89102,24
26,294.07111,348.92498,51
27,299.03677,353.98693,50
28,285.06276,342.77853,45
29,309.99806,345.87826,39
30,323.94776,339.88282,33
31,326.91800,326.89102,24
32,310.02876,366.98030,51
33,299.03677,353.98693,50
34,285.06276,342.77853,45
35,309.99806,345.87826,39
36,323.94776,339.88282,33
37,326.91800,326.89102,24
38,313.10154,347.92032,51
39,317.13324,351.91497,49
40,323.98719,352.04942,44
41,309.99806,345.87826,39
42,323.94776,339.88282,33
43,326.91800,326.89102,24
44,324.98646,374.99214,51
45,317.13324,351.91497,49
46,323.98719,352.04942,44
47,309.99806,345.87826,39
48,323.94776,339.88282,33
49,326.91800,326.89102,24
50,352.00515,382.03210,51
51,323.98719,352.04942,44
52,309.99806,345.87826,39
53,323.94776,339.88282,33
54,326.91800,326.89102,24
55,345.27462,356.81080,51
56,353.06870,353.86180,45
57,337.03607,339.96917,38
58,323.94776,339.88282,33
59,326.91800,326.89102,24
60,371.00472,375.02765,51
61,353.06870,353.86180,45
62,337.03607,339.96917,38
63,323.94776,339.88282,33
64,326.91800,326.89102,24
65,365.13635,355.80288,51
66,344.03212,335.95287,45
67,330.09629,319.94373,38
68,341.11647,320.81614,34
69,326.91800,326.89102,24
70,334.92972,328.06545,51
71,344.03212,335.95287,45
72,330.09629,319.94373,38
73,341.11647,320.81614,34
74,326.91800,326.89102,24
75,331.99870,312.96466,51
76,339.06319,321.95019,45
77,358.05435,331.90316,39
78,341.11647,320.81614,34
79,326.91800,326.89102,24
80,372.03002,347.00483,51
81,339.06319,321.95019,45
82,358.05435,331.90316,39
83,341.11647,320.81614,34
84,326.91800,326.89102,24
85,368.10976,326.91200,51
86,370.19386,342.95320,44
87,358.05435,331.90316,39
88,341.11647,320.81614,34
89,326.91800,326.89102,24
90,394.09445,363.98131,51
91,370.19386,342.95320,44
92,358.05435,331.90316,39
93,341.11647,320.81614,34
94,326.91800,326.89102,24
