 ,XM,YM,Slice
1,413.92813,171.00971,51
2,426.80762,120.94828,41
3,442.27402,138.90467,35
4,441.85631,118.99953,26
5,406.11698,116.97639,51
6,426.80762,120.94828,41
7,442.27402,138.90467,35
8,441.85631,118.99953,26
9,435.96839,88.90158,51
10,422.85262,98.79614,46
11,426.80762,120.94828,41
12,442.27402,138.90467,35
13,441.85631,118.99953,26
14,455.92583,86.75239,51
15,443.96211,91.83143,50
16,441.90927,100.95934,43
17,442.91576,111.03958,39
18,445.05925,114.99523,32
19,441.85631,118.99953,26
20,432.01274,100.02192,51
21,443.96211,91.83143,50
22,441.90927,100.95934,43
23,442.91576,111.03958,39
24,445.05925,114.99523,32
25,441.85631,118.99953,26
26,416.88245,115.02578,51
27,420.92491,122.04842,49
28,441.90927,100.95934,43
29,442.91576,111.03958,39
30,445.05925,114.99523,32
31,441.85631,118.99953,26
32,418.95644,143.98672,51
33,420.92491,122.04842,49
34,441.90927,100.95934,43
35,442.91576,111.03958,39
36,445.05925,114.99523,32
37,441.85631,118.99953,26
38,430.96634,127.96215,51
39,429.78905,148.02232,47
40,446.96634,168.01582,42
41,442.27402,138.90467,35
42,441.85631,118.99953,26
43,443.79995,107.90252,51
44,439.80476,116.96880,50
45,442.98438,135.00446,44
46,442.91576,111.03958,39
47,445.05925,114.99523,32
48,441.85631,118.99953,26
49,440.03857,135.99398,51
50,439.80476,116.96880,50
51,442.98438,135.00446,44
52,442.91576,111.03958,39
53,445.05925,114.99523,32
54,441.85631,118.99953,26
55,457.90753,101.97565,51
56,454.90641,109.00324,50
57,453.11381,120.00020,44
58,452.95799,138.02029,39
59,445.05925,114.99523,32
60,441.85631,118.99953,26
61,449.88970,121.93614,51
62,454.90641,109.00324,50
63,453.11381,120.00020,44
64,452.95799,138.02029,39
65,445.05925,114.99523,32
66,441.85631,118.99953,26
67,457.92114,130.98850,51
68,452.93786,140.01453,50
69,453.11381,120.00020,44
70,452.95799,138.02029,39
71,445.05925,114.99523,32
72,441.85631,118.99953,26
73,446.78881,154.91430,51
74,452.93786,140.01453,50
75,453.11381,120.00020,44
76,452.95799,138.02029,39
77,445.05925,114.99523,32
78,441.85631,118.99953,26
79,463.95081,140.99716,51
80,458.93998,151.99507,50
81,455.94372,164.99167,44
82,452.95799,138.02029,39
83,445.05925,114.99523,32
84,441.85631,118.99953,26
85,453.96339,164.96637,51
86,458.93998,151.99507,50
87,455.94372,164.99167,44
88,452.95799,138.02029,39
89,445.05925,114.99523,32
90,441.85631,118.99953,26
91,465.84303,194.06096,51
92,455.94372,164.99167,44
93,452.95799,138.02029,39
94,445.05925,114.99523,32
95,441.85631,118.99953,26
96,455.09773,197.96647,51
97,454.03415,198.01054,47
98,446.96634,168.01582,42
99,442.27402,138.90467,35
100,441.85631,118.99953,26
101,440.05888,177.01167,51
102,442.98438,135.00446,44
103,442.91576,111.03958,39
104,445.05925,114.99523,32
105,441.85631,118.99953,26
106,429.83223,180.04381,51
107,429.78905,148.02232,47
108,446.96634,168.01582,42
109,442.27402,138.90467,35
110,441.85631,118.99953,26
111,462.93485,232.97221,51
112,454.03415,198.01054,47
113,446.96634,168.01582,42
114,442.27402,138.90467,35
115,441.85631,118.99953,26
