 ,XM,YM,Slice
1,311.99373,129.96599,51
2,332.93433,124.97027,48
3,348.99134,123.96823,44
4,365.97396,122.81853,37
5,345.94828,131.92655,31
6,338.96144,119.95079,51
7,332.93433,124.97027,48
8,348.99134,123.96823,44
9,365.97396,122.81853,37
10,345.94828,131.92655,31
11,354.98440,120.83932,51
12,365.00281,118.98014,50
13,348.99134,123.96823,44
14,365.97396,122.81853,37
15,345.94828,131.92655,31
16,376.98541,115.78954,51
17,365.00281,118.98014,50
18,348.99134,123.96823,44
19,365.97396,122.81853,37
20,345.94828,131.92655,31
21,403.03074,118.97956,51
22,406.00519,120.98223,50
23,384.94916,120.82053,44
24,365.97396,122.81853,37
25,345.94828,131.92655,31
26,424.97553,127.04254,51
27,406.00519,120.98223,50
28,384.94916,120.82053,44
29,365.97396,122.81853,37
30,345.94828,131.92655,31
31,375.97981,125.98559,51
32,384.94916,120.82053,44
33,365.97396,122.81853,37
34,345.94828,131.92655,31
35,389.98705,133.94875,51
36,366.99493,135.03908,44
37,342.01500,137.99425,37
38,345.94828,131.92655,31
39,347.97510,139.01002,51
40,366.99493,135.03908,44
41,342.01500,137.99425,37
42,345.94828,131.92655,31
43,353.96415,152.05464,51
44,344.03507,141.91631,49
45,333.98882,141.97150,43
46,342.01500,137.99425,37
47,345.94828,131.92655,31
48,329.01495,139.90652,51
49,344.03507,141.91631,49
50,333.98882,141.97150,43
51,342.01500,137.99425,37
52,345.94828,131.92655,31
53,324.00433,147.94758,51
54,333.98882,141.97150,43
55,342.01500,137.99425,37
56,345.94828,131.92655,31
