 ,XM,YM,Slice
1,279.95641,417.09239,51
2,306.98281,418.83290,46
3,323.02215,418.06612,41
4,341.00651,418.07259,36
5,367.00737,420.90144,27
6,304.96559,405.80038,51
7,330.08956,407.83270,46
8,323.02215,418.06612,41
9,341.00651,418.07259,36
10,367.00737,420.90144,27
11,332.99444,388.98426,51
12,348.97444,407.04111,45
13,369.99380,413.94771,41
14,390.00760,422.08662,36
15,367.00737,420.90144,27
16,375.04687,387.91373,51
17,388.00334,410.98666,45
18,369.99380,413.94771,41
19,390.00760,422.08662,36
20,367.00737,420.90144,27
21,348.96776,394.90362,51
22,359.99990,401.01161,50
23,348.97444,407.04111,45
24,369.99380,413.94771,41
25,390.00760,422.08662,36
26,367.00737,420.90144,27
27,373.99411,398.91539,51
28,359.99990,401.01161,50
29,348.97444,407.04111,45
30,369.99380,413.94771,41
31,390.00760,422.08662,36
32,367.00737,420.90144,27
33,403.00397,412.98639,51
34,388.00334,410.98666,45
35,369.99380,413.94771,41
36,390.00760,422.08662,36
37,367.00737,420.90144,27
38,429.01593,414.09912,51
39,433.00119,421.94676,44
40,408.99746,421.92224,40
41,390.00760,422.08662,36
42,367.00737,420.90144,27
43,452.01825,419.02222,51
44,433.00119,421.94676,44
45,408.99746,421.92224,40
46,390.00760,422.08662,36
47,367.00737,420.90144,27
48,417.01876,425.99242,51
49,394.00731,420.00626,46
50,408.99746,421.92224,40
51,390.00760,422.08662,36
52,367.00737,420.90144,27
53,377.97605,410.99151,51
54,394.00731,420.00626,46
55,408.99746,421.92224,40
56,390.00760,422.08662,36
57,367.00737,420.90144,27
58,386.08936,423.99804,51
59,373.05852,423.93493,45
60,362.02714,422.97835,38
61,341.00651,418.07259,36
62,367.00737,420.90144,27
63,362.09710,414.93531,51
64,373.05852,423.93493,45
65,362.02714,422.97835,38
66,341.00651,418.07259,36
67,367.00737,420.90144,27
68,344.01356,410.05195,51
69,330.08956,407.83270,46
70,323.02215,418.06612,41
71,341.00651,418.07259,36
72,367.00737,420.90144,27
73,343.01532,426.97054,51
74,338.00777,422.92558,44
75,362.02714,422.97835,38
76,341.00651,418.07259,36
77,367.00737,420.90144,27
78,323.95775,420.03198,51
79,338.00777,422.92558,44
80,362.02714,422.97835,38
81,341.00651,418.07259,36
82,367.00737,420.90144,27
83,315.99804,413.97882,51
84,306.98281,418.83290,46
85,323.02215,418.06612,41
86,341.00651,418.07259,36
87,367.00737,420.90144,27
