258,467.058,663.83,470.375,150,1,37,234.518
308,456.058,679.3,485.883,150,1,186,234.518
206,534.218,684.934,512.414,150,1,204,234.518
280,481.818,714.318,508.544,150,1,254,234.518
227,486.062,702.721,528.085,150,1,260,234.518
370,452.384,716.655,534.386,150,1,299,234.518
284,426.176,725.45,555.624,150,1,375,234.518
436,399.661,732.488,571.622,150,1,386,234.518
219,467.374,690.993,562.332,150,1,389,234.518
276,413.935,697.679,576.082,150,1,399,234.518
262,419.897,659.753,576.33,150,1,402,234.518
309,522.359,675.501,555.044,150,1,409,234.518
187,546.043,665.456,547.688,150,1,449,234.518
199,557.487,680.867,527.673,150,1,486,234.518
184,533.098,659.109,512.988,150,1,1566,234.518
203,508.148,663.681,497.646,150,1,620,234.518
230,424.348,649.149,466.724,150,1,692,234.518
247,467.478,641.652,484.243,150,1,701,234.518
277,425.736,615.392,480.608,150,1,743,234.518
194,525.897,642.874,508.056,150,1,1544,234.518
247,502.478,640.47,537.206,150,1,892,234.518
175,542.857,647.143,545.721,150,1,916,234.518
161,515.286,632.794,562.199,150,1,920,234.518
222,451.212,629.064,573.826,150,1,1020,234.518
277,418.881,586.758,572.309,150,1,1030,234.518
130,508.362,606.814,564.61,150,1,1033,234.518
356,468.264,565.078,560.438,150,1,1036,234.518
492,353.311,528.459,546.127,150,1,1059,234.518
271,434.284,557.469,540.069,150,1,1061,234.518
318,410.638,574.287,534.151,150,1,1180,234.518
262,466.282,604.992,553.177,150,1,1202,234.518
231,476.238,613.107,537.396,150,1,1272,234.518
385,434.481,584.791,512.658,150,1,1285,234.518
305,534.541,622.143,523.258,150,1,1360,234.518
405,407.415,603.48,503.765,150,1,1367,234.518
504,370.966,603.424,487.216,150,1,1519,234.518
276,457.348,662.681,470.529,149,0,38,235.296
263,461.662,662.212,471.116,148,0,39,236.241
247,461.984,662.331,471.394,147,0,40,235.292
266,445.887,661.863,471.11,146,0,41,234.382
249,447.462,661.508,470.743,145,0,42,235.48
253,446.553,661.274,471.063,144,0,43,233.761
255,443.271,661.416,470.764,143,0,44,235.312
251,444.203,661.422,470.912,142,0,45,235.921
242,429.426,660.91,469.541,141,0,46,235.03
255,439.757,661.051,469.409,140,0,47,234.983
230,437.465,661.099,469.763,139,0,48,233.602
243,420.399,660.848,468.416,138,0,49,234.109
233,424.197,661.114,468.339,137,0,50,234.28
247,426.004,661.4,468.672,136,0,51,235.211
232,406.569,662.279,469.715,135,0,52,234.567
235,408.715,662.443,471.732,134,0,53,235.521
247,415.024,662.433,471.975,133,0,54,235.112
218,421.486,662.57,473.189,132,0,55,232.723
411,435.509,663.707,487.346,131,0,56,233.503
392,433.224,663.312,487.235,130,0,57,234.264
400,434.782,663.293,486.511,129,0,58,232.868
396,439.247,663.257,487.048,128,0,59,235.094
383,428.7,662.957,486.561,127,0,60,233.788
377,428.647,662.901,487.19,126,0,61,233.73
376,434.928,662.611,486.95,125,0,62,233.412
367,428.417,662.516,487.657,124,0,63,234.017
365,430.877,662.312,487.58,123,0,64,234.98
360,430.128,662.312,488.675,122,0,65,236.023
355,433.445,662.112,488.406,121,0,66,233.246
348,437.448,662.048,488.839,120,0,67,232.924
313,430.895,661.372,489.219,119,0,68,233.288
318,432.893,661.858,489.565,118,0,69,233.768
313,435.064,661.819,490.256,117,0,70,234.015
314,431.497,661.542,490.424,116,0,71,233.382
311,428.74,661.649,490.78,115,0,72,234.202
288,436.177,661.758,491.451,114,0,73,233.25
283,430.512,661.571,491.319,113,0,74,232.272
282,427.294,661.596,491.474,112,0,75,232.491
296,424.841,661.539,491.844,111,0,76,231.821
287,423.467,661.778,492.132,110,0,77,233.297
260,426.35,661.88,492.419,109,0,78,235.371
263,422.814,661.593,492.858,108,0,79,233.74
251,427.084,661.754,493.033,107,0,80,234.287
244,421.066,661.707,492.831,106,0,81,234.348
245,418.086,661.668,492.579,105,0,82,233.957
238,429.979,661.246,492.432,104,0,83,233.723
232,413.897,661.466,492.763,103,0,84,234.015
215,424.865,661.407,493.104,102,0,85,235.046
232,406.629,661.742,494.031,101,0,86,234.18
225,408.702,661.457,495.268,100,0,87,234.177
418,423.266,663.384,507.499,99,0,88,235.662
408,425.809,663.348,507.756,98,0,89,234.92
395,422.268,663.45,508.263,97,0,90,233.84
388,419.848,662.644,508.195,96,0,91,233.808
369,426.022,661.871,508.571,95,0,92,234.267
353,431.465,661.586,509.405,94,0,93,233.767
