335,326.979,658.988,343.696,120,1,100,234.469
335,370.642,638.097,355.332,120,1,219,234.469
186,383.113,622.134,365.282,120,1,248,234.469
335,393.558,598.941,371.215,120,1,367,234.469
155,419.277,604.025,385.978,120,1,430,234.469
347,554.703,605.196,415.393,120,1,433,234.469
269,424.829,623.534,387.234,120,1,522,234.469
240,408.538,642.707,394.041,120,1,633,234.469
263,371.395,655.986,369.207,120,1,641,234.469
313,349.885,668.265,386.704,120,1,652,234.469
236,379.208,668.777,407.85,120,1,675,234.469
184,407.668,659.148,434.992,120,1,723,234.469
281,374.263,672.657,452.283,120,1,724,234.469
275,393.505,684.688,486.202,120,1,835,234.469
324,385.96,698.655,501.705,120,1,844,234.469
268,421.011,678.956,530.863,120,1,892,234.469
234,433.269,671.783,511.073,120,1,902,234.469
217,417.793,666.873,476.381,120,1,916,234.469
172,443.93,650.525,456.559,120,1,923,234.469
265,437.626,627.487,450.462,120,1,947,234.469
186,408.989,650.203,421.717,120,1,974,234.469
313,462.23,633.417,416.709,120,1,983,234.469
201,459.667,621.697,425.063,120,1,1011,234.469
302,461.321,599.53,446.215,120,1,1027,234.469
276,452.406,586.105,470.258,120,1,1060,234.469
309,430.285,593.216,481.823,120,1,1070,234.469
145,472.703,624.837,464.666,120,1,1096,234.469
312,482.644,630.985,475.872,120,1,1098,234.469
178,489.315,617.703,497.299,120,1,1162,234.469
152,488.803,643.423,483.806,120,1,1248,234.469
202,427.277,637.574,499.879,120,1,1249,234.469
214,439.659,618.857,524.906,120,1,1301,234.469
296,471.355,637.991,519.897,120,1,1308,234.469
215,463.33,659.728,501.153,120,1,1393,234.469
184,448.783,641.975,539.786,120,1,1406,234.469
243,459.802,655.994,536.463,120,1,1472,234.469
329,403.763,671.437,553.142,120,1,1478,234.469
278,399.719,668.018,571.995,120,1,1506,234.469
553,370.514,688.649,575.603,120,1,1569,234.469
196,437.469,665.289,590.788,120,1,1614,234.469
247,424.526,644.063,611.276,120,1,1641,234.469
301,375.555,615.017,633.029,120,1,1644,234.469
210,420.152,631.917,605.512,120,1,1671,234.469
270,406.322,636.167,583.166,120,1,1672,234.469
269,444.305,633.53,568.48,120,1,1679,234.469
175,435.029,620.205,563.291,120,1,1693,234.469
304,495.095,612.907,550.547,120,1,1698,234.469
376,429.032,584.036,554.665,120,1,1708,234.469
296,446.571,576.72,582.067,120,1,1779,234.469
285,427.172,590.984,583.069,120,1,1823,234.469
287,446.885,611.449,595.028,120,1,1863,234.469
274,410.945,589.26,607.785,120,1,1906,234.469
241,427.141,602.278,619.552,120,1,1936,234.469
453,353.223,585.249,647.81,120,1,1943,234.469
463,404.801,566.94,633.319,120,1,1952,234.469
276,377.583,543.304,645.869,120,1,1966,234.469
287,375.021,522.232,629.754,120,1,1984,234.469
260,389.265,503.689,603.12,120,1,2074,234.469
274,383.839,524.685,603.773,120,1,2077,234.469
225,419.356,541.14,590.572,120,1,2127,234.469
170,401.829,545.283,611.013,120,1,2152,234.469
202,428.396,555.457,619.043,120,1,2167,234.469
151,421.086,556.943,588.014,120,1,2171,234.469
206,440.752,561.086,561.016,120,1,2172,234.469
202,420.866,565.787,541.262,120,1,2176,234.469
161,428.28,592.759,530.826,120,1,2203,234.469
158,488.892,603.745,513.583,120,1,2209,234.469
133,497.023,583.435,521.657,120,1,2234,234.469
347,476.922,588.593,502.709,120,1,2240,234.469
200,430.635,556.962,531.83,120,1,2265,234.469
230,420.739,539.01,570.013,120,1,2289,234.469
232,419.698,533.665,553.269,120,1,2299,234.469
267,437.73,517.657,562.356,120,1,2306,234.469
286,386.276,505.985,577.365,120,1,2375,234.469
272,379.452,488.86,544.751,120,1,2419,234.469
264,407.027,502.607,539.71,120,1,2475,234.469
239,450.858,514.863,523.349,120,1,2479,234.469
205,543.356,528.359,526.27,120,1,2484,234.469
