 ,XM,YM,Slice
1,379.01666,231.03684,51
2,403.86135,245.03360,46
3,415.88423,265.98772,40
4,404.96450,285.95413,32
5,414.00147,264.97994,22
6,442.03068,254.00981,7
7,404.80603,253.06583,51
8,403.86135,245.03360,46
9,415.88423,265.98772,40
10,404.96450,285.95413,32
11,414.00147,264.97994,22
12,442.03068,254.00981,7
13,389.94125,268.03635,51
14,398.00185,289.99175,47
15,409.86764,299.02248,39
16,404.96450,285.95413,32
17,414.00147,264.97994,22
18,442.03068,254.00981,7
19,397.04978,305.01182,51
20,398.00185,289.99175,47
21,409.86764,299.02248,39
22,404.96450,285.95413,32
23,414.00147,264.97994,22
24,442.03068,254.00981,7
25,404.87001,338.02559,51
26,404.96778,343.94761,46
27,409.86764,299.02248,39
28,404.96450,285.95413,32
29,414.00147,264.97994,22
30,442.03068,254.00981,7
31,398.97761,363.01209,51
32,404.96778,343.94761,46
33,409.86764,299.02248,39
34,404.96450,285.95413,32
35,414.00147,264.97994,22
36,442.03068,254.00981,7
37,410.93827,310.02046,51
38,409.00321,291.99614,46
39,415.88423,265.98772,40
40,404.96450,285.95413,32
41,414.00147,264.97994,22
42,442.03068,254.00981,7
43,401.96365,276.04454,51
44,409.00321,291.99614,46
45,415.88423,265.98772,40
46,404.96450,285.95413,32
47,414.00147,264.97994,22
48,442.03068,254.00981,7
49,415.03424,354.02874,51
50,416.91893,307.99372,44
51,426.88587,263.98736,38
52,420.92583,254.97739,32
53,414.00147,264.97994,22
54,442.03068,254.00981,7
55,422.96368,320.01488,51
56,416.91893,307.99372,44
57,426.88587,263.98736,38
58,420.92583,254.97739,32
59,414.00147,264.97994,22
60,442.03068,254.00981,7
61,420.93964,274.98223,51
62,422.01890,266.96771,46
63,426.88587,263.98736,38
64,420.92583,254.97739,32
65,414.00147,264.97994,22
66,442.03068,254.00981,7
67,408.89348,226.16916,51
68,425.96149,233.10151,48
69,444.99351,228.01836,40
70,420.92583,254.97739,32
71,414.00147,264.97994,22
72,442.03068,254.00981,7
73,444.00473,243.03019,51
74,425.96149,233.10151,48
75,444.99351,228.01836,40
76,420.92583,254.97739,32
77,414.00147,264.97994,22
78,442.03068,254.00981,7
79,464.00357,240.07399,51
80,473.03563,239.96943,47
81,444.99351,228.01836,40
82,420.92583,254.97739,32
83,414.00147,264.97994,22
84,442.03068,254.00981,7
85,424.92078,248.14914,51
86,422.01890,266.96771,46
87,426.88587,263.98736,38
88,420.92583,254.97739,32
89,414.00147,264.97994,22
90,442.03068,254.00981,7
91,460.97173,255.95987,51
92,475.98905,257.04296,47
93,485.00672,248.98376,41
94,455.03444,262.03347,33
95,441.05182,267.06815,25
96,442.03068,254.00981,7
97,444.99294,268.03724,51
98,437.95371,274.99649,47
99,452.99620,262.01891,41
100,455.03444,262.03347,33
101,441.05182,267.06815,25
102,442.03068,254.00981,7
103,479.95660,272.06409,51
104,475.99956,269.00963,47
105,452.99620,262.01891,41
106,455.03444,262.03347,33
107,441.05182,267.06815,25
108,442.03068,254.00981,7
109,492.03194,291.00155,51
110,475.99956,269.00963,47
111,452.99620,262.01891,41
112,455.03444,262.03347,33
113,441.05182,267.06815,25
114,442.03068,254.00981,7
115,490.93325,262.03926,51
116,475.98905,257.04296,47
117,485.00672,248.98376,41
118,455.03444,262.03347,33
119,441.05182,267.06815,25
120,442.03068,254.00981,7
121,493.03401,232.00589,51
122,473.03563,239.96943,47
123,444.99351,228.01836,40
124,420.92583,254.97739,32
125,414.00147,264.97994,22
126,442.03068,254.00981,7
127,506.96043,246.00087,51
128,485.00672,248.98376,41
129,455.03444,262.03347,33
130,441.05182,267.06815,25
131,442.03068,254.00981,7
132,468.98873,281.92808,51
133,445.98706,284.00948,48
134,434.01969,283.99837,39
135,422.03999,290.04134,33
136,441.05182,267.06815,25
137,442.03068,254.00981,7
138,437.97859,281.96146,51
139,437.95371,274.99649,47
140,452.99620,262.01891,41
141,455.03444,262.03347,33
142,441.05182,267.06815,25
143,442.03068,254.00981,7
144,436.98813,290.95501,51
145,445.98706,284.00948,48
146,434.01969,283.99837,39
147,422.03999,290.04134,33
148,441.05182,267.06815,25
149,442.03068,254.00981,7
150,432.00442,314.97686,51
151,431.01422,323.99796,48
152,434.01969,283.99837,39
153,422.03999,290.04134,33
154,441.05182,267.06815,25
155,442.03068,254.00981,7
156,438.99548,339.04836,51
157,431.01422,323.99796,48
158,434.01969,283.99837,39
159,422.03999,290.04134,33
160,441.05182,267.06815,25
161,442.03068,254.00981,7
162,421.96269,365.97420,51
163,432.99253,354.01556,48
164,422.07419,325.97303,40
165,422.03999,290.04134,33
166,441.05182,267.06815,25
167,442.03068,254.00981,7
168,441.94053,348.97321,51
169,432.99253,354.01556,48
170,422.07419,325.97303,40
171,422.03999,290.04134,33
172,441.05182,267.06815,25
173,442.03068,254.00981,7
174,443.92415,358.93741,51
175,433.98753,364.94122,48
176,422.07419,325.97303,40
177,422.03999,290.04134,33
178,441.05182,267.06815,25
179,442.03068,254.00981,7
180,430.01178,373.99921,51
181,433.98753,364.94122,48
182,422.07419,325.97303,40
183,422.03999,290.04134,33
184,441.05182,267.06815,25
185,442.03068,254.00981,7
