 ,XM,YM,Slice
1,72.85890,318.00007,51
2,75.85354,340.99721,47
3,94.98588,349.99633,42
4,98.05122,357.94426,32
5,112.07570,363.92033,23
6,78.88772,352.06207,51
7,75.85354,340.99721,47
8,94.98588,349.99633,42
9,98.05122,357.94426,32
10,112.07570,363.92033,23
11,91.99163,364.99836,51
12,106.00763,366.01343,43
13,119.03411,364.96425,37
14,98.05122,357.94426,32
15,112.07570,363.92033,23
16,113.02645,369.88551,51
17,119.00467,371.06390,49
18,106.00763,366.01343,43
19,119.03411,364.96425,37
20,98.05122,357.94426,32
21,112.07570,363.92033,23
22,136.03018,366.97014,51
23,119.00467,371.06390,49
24,106.00763,366.01343,43
25,119.03411,364.96425,37
26,98.05122,357.94426,32
27,112.07570,363.92033,23
28,101.02628,346.95470,51
29,113.01494,358.92687,47
30,94.98588,349.99633,42
31,98.05122,357.94426,32
32,112.07570,363.92033,23
33,139.96303,354.87939,51
34,113.01494,358.92687,47
35,94.98588,349.99633,42
36,98.05122,357.94426,32
37,112.07570,363.92033,23
38,178.06631,371.90411,51
39,152.98206,374.94584,45
40,119.03411,364.96425,37
41,98.05122,357.94426,32
42,112.07570,363.92033,23
43,149.00072,376.93193,51
44,152.98206,374.94584,45
45,119.03411,364.96425,37
46,98.05122,357.94426,32
47,112.07570,363.92033,23
48,98.97347,380.90311,51
49,87.99931,379.91577,47
50,142.00656,378.01545,41
51,112.07570,363.92033,23
52,78.91510,385.96927,51
53,87.99931,379.91577,47
54,142.00656,378.01545,41
55,112.07570,363.92033,23
56,263.99818,412.06284,51
57,185.98738,392.06491,47
58,142.00656,378.01545,41
59,112.07570,363.92033,23
60,182.01128,391.01221,51
61,185.98738,392.06491,47
62,142.00656,378.01545,41
63,112.07570,363.92033,23
