 ,XM,YM,Slice
1,399.94873,420.98858,51
2,412.02126,421.00114,47
3,447.01932,421.01015,39
4,456.94758,418.90295,30
5,481.07245,417.81417,22
6,439.99665,406.07915,51
7,470.97570,407.01109,38
8,456.94758,418.90295,30
9,481.07245,417.81417,22
10,445.97574,394.92925,51
11,477.97316,406.06958,46
12,470.97570,407.01109,38
13,456.94758,418.90295,30
14,481.07245,417.81417,22
15,489.98753,392.95297,51
16,477.97316,406.06958,46
17,470.97570,407.01109,38
18,456.94758,418.90295,30
19,481.07245,417.81417,22
20,488.02897,403.02166,51
21,459.98248,418.97594,46
22,447.01932,421.01015,39
23,456.94758,418.90295,30
24,481.07245,417.81417,22
25,424.03094,416.92492,51
26,412.02126,421.00114,47
27,447.01932,421.01015,39
28,456.94758,418.90295,30
29,481.07245,417.81417,22
30,453.94685,418.91134,51
31,459.98248,418.97594,46
32,447.01932,421.01015,39
33,456.94758,418.90295,30
34,481.07245,417.81417,22
35,432.99947,432.11176,51
36,451.99517,433.04224,45
37,482.02734,421.07964,38
38,488.03727,424.94983,29
39,481.07245,417.81417,22
40,474.94457,417.91500,51
41,496.97225,417.95100,45
42,482.02734,421.07964,38
43,488.03727,424.94983,29
44,481.07245,417.81417,22
45,517.96003,398.91516,51
46,496.97225,417.95100,45
47,482.02734,421.07964,38
48,488.03727,424.94983,29
49,481.07245,417.81417,22
50,476.98648,425.96199,51
51,451.99517,433.04224,45
52,482.02734,421.07964,38
53,488.03727,424.94983,29
54,481.07245,417.81417,22
55,483.97597,431.98754,51
56,494.95485,429.98238,46
57,508.01515,422.95221,38
58,488.03727,424.94983,29
59,481.07245,417.81417,22
60,515.99309,412.99232,51
61,494.95485,429.98238,46
62,508.01515,422.95221,38
63,488.03727,424.94983,29
64,481.07245,417.81417,22
65,507.94305,428.98475,51
66,519.90433,422.89804,44
67,508.01515,422.95221,38
68,488.03727,424.94983,29
69,481.07245,417.81417,22
70,539.09226,412.08925,51
71,519.90433,422.89804,44
72,508.01515,422.95221,38
73,488.03727,424.94983,29
74,481.07245,417.81417,22
