343,441.592,594.179,464.472,150,1,28,239.256
443,422.887,602.99,487.446,150,1,177,239.256
320,421.284,621.526,504.009,150,1,233,239.256
248,440.786,624.552,530.167,150,1,352,239.256
254,434.831,636.407,525.15,150,1,424,239.256
313,421.831,653.856,563.82,150,1,441,239.256
283,438.081,634.291,558.774,150,1,454,239.256
437,418.993,661.536,588.456,150,1,475,239.256
201,426.473,651.337,609.296,150,1,603,239.256
207,427.937,639.749,605.039,150,1,634,239.256
204,412.299,644.647,638.093,150,1,712,239.256
199,428.462,632.072,637.014,150,1,714,239.256
339,445.699,625.039,578.069,150,1,717,239.256
281,427.384,606.008,527.636,150,1,752,239.256
399,373.376,599.564,543.168,150,1,763,239.256
271,407.716,589.946,560.227,150,1,884,239.256
244,406.828,615.868,588.874,150,1,964,239.256
418,469.079,604.99,599.304,150,1,966,239.256
262,425.008,592.753,604.015,150,1,1011,239.256
222,436.869,607.531,645.964,150,1,1035,239.256
189,421.661,620.954,624.86,150,1,1098,239.256
274,404.668,624.577,659.745,150,1,1131,239.256
280,414.918,614.067,684.818,150,1,1136,239.256
182,402.214,601.789,666.612,150,1,1144,239.256
236,375.021,590.38,631.772,150,1,1195,239.256
262,382.611,590.896,668.05,150,1,1197,239.256
320,371.912,602.892,706.981,150,1,1226,239.256
341,448.883,594.205,464.466,149,0,29,240.123
338,436.973,594.288,463.884,148,0,30,240.375
339,450.109,594.388,464.309,147,0,31,241.118
354,427.703,594.356,463.829,146,0,32,240.556
336,450.929,594.7,464.071,145,0,33,239.88
336,436.524,594.486,463.755,144,0,34,239.698
330,441.967,594.852,463.539,143,0,35,239.754
342,434.009,594.721,463.124,142,0,36,239.195
340,437.024,595.026,463.541,141,0,37,239.465
331,437.088,595.127,464.5,140,0,38,240.367
326,438.696,595.001,463.734,139,0,39,241.379
310,446.935,595.153,464.868,138,0,40,240.974
325,438.782,595.354,464.283,137,0,41,240.565
317,434.965,595.411,464.476,136,0,42,242.242
327,435.19,595.328,464.095,135,0,43,242.168
315,438.575,595.518,464.395,134,0,44,240.846
303,441.462,595.665,463.964,133,0,45,242.38
320,432.472,595.655,463.996,132,0,46,240.5
317,433.527,595.812,464.384,131,0,47,241.256
315,430.33,595.931,463.556,130,0,48,241.079
322,438.062,596.199,462.673,129,0,49,240.063
337,419.961,595.868,463.39,128,0,50,239.701
325,432.622,595.987,462.836,127,0,51,241.635
311,437.521,595.883,463.517,126,0,52,240.45
325,433.095,596.034,463.42,125,0,53,239.989
323,428.799,596.093,463.667,124,0,54,240.959
314,432.704,596.116,463.435,123,0,55,240.302
323,434.415,596.058,463.488,122,0,56,241.653
324,428.435,596.329,463.425,121,0,57,240.833
313,427.981,596.606,463.255,120,0,58,241.322
310,432.381,596.625,463.64,119,0,59,241.065
309,434.45,596.803,463.97,118,0,60,240.401
321,429.947,596.746,462.987,117,0,61,240.341
319,426.837,596.945,463.319,116,0,62,240.86
